Iteration, Loss, bcs, res, Time, l2
0, 120.00990295410156, 4.815486907958984, 115.19441986083984, 1.8686785697937012, 3.1275295832206647
100, 0.7436202764511108, 0.4468115568161011, 0.2968086898326874, 2.881916046142578, 1.3826115785781627
200, 0.3302110433578491, 0.20561397075653076, 0.12459705770015717, 3.9044651985168457, 1.0288131295962046
300, 0.2320607304573059, 0.14992322027683258, 0.08213751018047333, 4.91399884223938, 0.8884790817273926
400, 0.1727255880832672, 0.12025223672389984, 0.05247335880994797, 5.912893772125244, 0.7872387076026965
500, 0.14881762862205505, 0.10441198199987411, 0.04440564662218094, 6.910992622375488, 0.7258456105263676
600, 0.1381882131099701, 0.09809327125549316, 0.04009494557976723, 7.911075115203857, 0.7028137052644668
700, 0.130729541182518, 0.09336860477924347, 0.037360936403274536, 8.928451299667358, 0.6873358337882977
800, 0.12499714642763138, 0.08908309042453766, 0.03591405600309372, 9.933253288269043, 0.6741331213192264
900, 0.1203150525689125, 0.0851467028260231, 0.035168349742889404, 10.94990348815918, 0.6622588324796442
1000, 0.11631959676742554, 0.08154255896806717, 0.03477703779935837, 11.946655988693237, 0.6513084086454065
1100, 0.11279559135437012, 0.07825586944818497, 0.03453971818089485, 12.944893836975098, 0.6411290761100357
1200, 0.10959632694721222, 0.07525850832462311, 0.03433781862258911, 13.95105767250061, 0.6316544440247401
1300, 0.10661707818508148, 0.07250622659921646, 0.03411084786057472, 14.953281164169312, 0.622814082646107
1400, 0.10378632694482803, 0.06994940340518951, 0.03383692353963852, 15.966843843460083, 0.6145197815761774
1500, 0.10106103122234344, 0.06754478812217712, 0.03351624310016632, 16.984752655029297, 0.6066842370788569
1600, 0.09841889142990112, 0.06526309251785278, 0.03315580263733864, 18.0186448097229, 0.5992378052732826
1700, 0.09585129469633102, 0.06309112906455994, 0.03276016563177109, 19.020750284194946, 0.5921383094886422
1800, 0.09335695952177048, 0.06102774292230606, 0.032329216599464417, 20.0467472076416, 0.5853627670398676
1900, 0.090939462184906, 0.05908139795064926, 0.03185806795954704, 21.072943687438965, 0.5789024663285386
2000, 0.08860617876052856, 0.0572628453373909, 0.03134333714842796, 22.075324296951294, 0.5727519174744469
2100, 0.08636839687824249, 0.05558321624994278, 0.030785176903009415, 23.117002487182617, 0.5669054056419996
2200, 0.08424092829227448, 0.05405128374695778, 0.030189648270606995, 24.12529468536377, 0.5613620349974923
2300, 0.08223994821310043, 0.05267059803009033, 0.029569348320364952, 25.144348859786987, 0.556125498787415
2400, 0.08037923276424408, 0.05143965035676956, 0.028939582407474518, 26.138415813446045, 0.5512081790967782
